SEP=;
type;keyword;lemma;pos;relevance
word;relatively;relatively;RB;1.258651512225992;
word;actions;action;NN;1.2580910682883608;
word;back;back;RB;1.2571978793859544;
word;lower;low;JJ;1.2561344851238232;
word;learned;learn;VB;1.2555699264585274;
word;initial;initial;JJ;1.2542407173270986;
word;computed;compute;VB;1.2531284056380596;
word;easy;easy;JJ;1.2519280508554276;
word;continue;continue;VB;1.2493429375167253;
word;purpose;purpose;NN;1.2493089663870827;
word;wants;want;VB;1.2466596209214567;
word;examine;examine;VB;1.2454842745439991;
word;focuses;focus;VB;1.2369503799747545;
word;Maximum;maximum;NN;1.2367694323244516;
word;easily;easily;RB;1.2366196270675227;
word;especially;especially;RB;1.2355582586648066;
word;necessarily;necessarily;RB;1.2353379692889788;
word;control;control;NN;1.2350636556454082;
word;concept;concept;NN;1.235000413913867;
word;sufficient;sufficient;JJ;1.2324919075869902;
word;proved;prove;VB;1.2324377458969575;
word;research;research;NN;1.231879089022354;
word;observed;observe;VB;1.2314616496361517;
word;experience;experience;NN;1.2304845866002783;
word;differ;differ;VB;1.2301355822862612;
word;applications;application;NN;1.2293343708871507;
word;contrast;contrast;NN;1.228028867208523;
word;multiple;multiple;JJ;1.2210630413370964;
word;extend;extend;VB;1.2188841658138783;
word;basis;basis;NN;1.2185598127405584;
word;sum;sum;NN;1.2173173362602747;
word;alternative;alternative;NN;1.21719316213332;
word;useful;useful;JJ;1.2157422318075568;
word;prefers;prefer;VB;1.2150041544408068;
word;implemented;implement;VB;1.2136542681432696;
word;tend;tend;VB;1.2125006760447536;
word;accurate;accurate;JJ;1.2112279639253267;
word;cost;cost;NN;1.2090533183137149;
word;significantly;significantly;RB;1.2065362882954334;
word;constructed;construct;VB;1.202833439182812;
word;outcomes;outcome;NN;1.201306271643662;
word;full;full;JJ;1.1988722617239096;
word;currently;currently;RB;1.1983381612083583;
word;earlier;early;JJ;1.1973413144968714;
word;typical;typical;JJ;1.1934031182812386;
word;Advances;advance;NN;1.1929338681786097;
word;combination;combination;NN;1.1912471476642836;
word;rights;right;NN;1.1902033478065526;
word;relationship;relationship;NN;1.1888976623258831;
word;nature;nature;NN;1.1876807014822235;
word;fails;fail;VB;1.1876101269584876;
word;short;short;JJ;1.1852010361063112;
word;total;total;JJ;1.1835564914639556;
word;course;course;NN;1.1828536085884043;
word;run;run;VB;1.1823629478552822;
word;manner;manner;NN;1.1822128279757234;
word;complex;complex;JJ;1.1807962047908949;
word;final;final;JJ;1.1806305827061774;
word;essentially;essentially;RB;1.1803865130812767;
word;obvious;obvious;JJ;1.1801776049821961;
word;area;area;NN;1.1795750546307866;
word;unique;unique;JJ;1.1792517066586248;
word;fully;fully;RB;1.178512691195844;
word;definitions;definition;NN;1.1783311783074657;
word;goal;goal;NN;1.1779901364015917;
word;Suppose;suppose;VB;1.1775882960662551;
word;eliminate;eliminate;VB;1.1753865645566177;
word;efficiency;efficiency;NN;1.1748427439166718;
word;sequence;sequence;NN;1.1741895562236628;
word;world;world;NN;1.1729699431136513;
word;respect;respect;NN;1.17239780930681;
word;step;step;NN;1.1722727734326102;
word;whole;whole;JJ;1.1711175428565803;
word;data;datum;NN;1.1696436398393435;
word;improvements;improvement;NN;1.169416576080141;
word;decides;decide;VB;1.1682367634180586;
word;quite;quite;RB;1.1680109798046265;
word;frequently;frequently;RB;1.1676293660222705;
word;scheme;scheme;NN;1.1658108489769565;
word;generated;generate;VB;1.164654070931614;
word;benefit;benefit;NN;1.1640081075537987;
word;social;social;JJ;1.1635839447167224;
word;immediately;immediately;RB;1.1635516372149464;
word;day;day;NN;1.1601710514081915;
word;kinds;kind;NN;1.1597009862740704;
word;content;content;JJ;1.158396919065048;
word;interactions;interaction;NN;1.1571694202167158;
word;mechanism;mechanism;NN;1.1565407360018045;
word;accuracy;accuracy;NN;1.1557979546651718;
word;consideration;consideration;NN;1.154741887950604;
word;return;return;VB;1.1512975447815421;
word;underlying;underlie;VB;1.1499677583080623;
word;equally;equally;RB;1.1480147362215056;
word;average;average;JJ;1.144055828237285;
word;correct;correct;JJ;1.1419734781456237;
word;Obviously;obviously;RB;1.1415285428392703;
word;initially;initially;RB;1.1404780276155928;
word;complexity;complexity;NN;1.1391858275679152;
word;page;page;NN;1.138247957580956;
word;shares;share;NN;1.1370759744169143;
word;produces;produce;VB;1.136369278910901;
word;successful;successful;JJ;1.1356221946187044;
word;Proceeding;proceed;VB;1.1333757241577134;
word;employs;employ;VB;1.1324986276476323;
word;size;size;NN;1.1321258295513736;
word;principles;principle;NN;1.1301208988630185;
word;group;group;NN;1.1292850707916195;
word;consequently;consequently;RB;1.1290019398740399;
word;conclude;conclude;VB;1.1275437778903645;
word;mentioned;mention;VB;1.1266850932279886;
word;influence;influence;VB;1.1246653701834302;
word;sense;sense;NN;1.1244963503130765;
word;constitute;constitute;VB;1.1244709690106836;
word;calculate;calculate;VB;1.1236728226997919;
word;effectively;effectively;RB;1.1228415371523965;
word;minimized;minimize;VB;1.1223625032462823;
word;help;help;VB;1.1212255081181435;
word;discussion;discussion;NN;1.1210613414630681;
word;standard;standard;JJ;1.1204456004826977;
word;completely;completely;RB;1.1202798108093983;
word;subsequent;subsequent;JJ;1.1201261352838767;
word;program;program;NN;1.1198610957819413;
word;desirable;desirable;JJ;1.1176226305478776;
word;constant;constant;JJ;1.1141372486089132;
word;decisions;decision;NN;1.111537472917989;
word;extent;extent;NN;1.1107719630051354;
word;understood;understand;VB;1.109991078882071;
word;local;local;JJ;1.1067819287089624;
word;Recently;recently;RB;1.103353525289536;
word;immediate;immediate;JJ;1.1015226696332099;
word;locations;location;NN;1.100260984603467;
word;potential;potential;JJ;1.099999472822778;
word;difficulty;difficulty;NN;1.0998372999323607;
word;implies;imply;VB;1.0994768617019735;
word;measure;measure;NN;1.0980206338392078;
word;seeks;seek;VB;1.0979627080626049;
word;limitations;limitation;NN;1.0973653280780318;
word;report;report;VB;1.0964297264410277;
word;Operations;operation;NN;1.093135193330671;
word;utility;utility;NN;1.0904815210613328;
word;Recall;recall;VB;1.0864287893779052;
word;special;special;JJ;1.0863860706561688;
word;satisfy;satisfy;VB;1.0863831657408443;
word;affects;affect;VB;1.0854991151136504;
word;matching;match;NN;1.0844381871690043;
word;ability;ability;NN;1.0828065518123862;
word;equal;equal;JJ;1.082783605439078;
word;characterizes;characterize;VB;1.0822143904835857;
word;challenge;challenge;NN;1.0812306955755253;
word;ignore;ignore;VB;1.0779923069805546;
word;practical;practical;JJ;1.0762446152673633;
word;agents;agent;NN;1.0748598516041385;
word;estimate;estimate;NN;1.0730978679370349;
word;role;role;NN;1.0695053675845596;
word;search;search;NN;1.0676393094719754;
word;Source;source;NN;1.067382078301805;
word;separate;separate;JJ;1.066418144334776;
word;attention;attention;NN;1.0638551172600466;
word;regarded;regard;VB;1.0619385912477304;
word;evaluations;evaluation;NN;1.0616315643487564;
word;words;word;NN;1.0608028792586421;
word;exactly;exactly;RB;1.0577863486012031;
word;relative;relative;JJ;1.0565701323384906;
word;Unfortunately;unfortunately;RB;1.0549075743091514;
word;bound;bind;VB;1.0548356529227423;
word;objective;objective;JJ;1.054517267529213;
word;consequences;consequence;NN;1.0543877826409083;
word;framework;framework;NN;1.0537163524985815;
word;line;line;NN;1.0536591251891088;
word;question;question;NN;1.0535129240157923;
word;believe;believe;VB;1.0524184077831351;
word;organized;organize;VB;1.0519644163594308;
word;causes;cause;VB;1.051027455340258;
word;items;item;NN;1.0510073356321614;
word;serve;serve;VB;1.0496872566440691;
word;activity;activity;NN;1.0495340480079045;
word;interval;interval;NN;1.0481963282047353;
word;operates;operate;VB;1.047849994762965;
word;services;service;NN;1.0471466738120268;
word;traditional;traditional;JJ;1.04712294749402;
word;aims;aim;VB;1.0466681931602373;
word;critical;critical;JJ;1.046276578078007;
word;equivalent;equivalent;JJ;1.0461397064456872;
word;arises;arise;VB;1.046060653494206;
word;contributes;contribute;VB;1.0454267279891347;
word;policy;policy;NN;1.0446188969101657;
word;development;development;NN;1.044568560919529;
word;reasonable;reasonable;JJ;1.0444690536307168;
word;rating;rate;NN;1.043669761966037;
word;precisely;precisely;RB;1.0436271700017545;
word;probability;probability;NN;1.0415503628532394;
word;networks;network;NN;1.0406866707608753;
word;emphasize;emphasize;VB;1.0390129530205376;
word;cover;cover;NN;1.0365075841603661;
word;behavior;behavior;NN;1.0358969285399664;
word;notion;notion;NN;1.0349505094171259;
word;later;late;RB;1.0345079776130652;
word;requirement;requirement;NN;1.034117974697574;
word;rest;rest;NN;1.032591671271141;
word;success;success;NN;1.0321122472740991;
word;distinguish;distinguish;VB;1.0311346270121677;
word;brought;bring;VB;1.0299852409212347;
word;failure;failure;NN;1.0297368916602048;
word;widely;widely;RB;1.0291671586150573;
word;dynamic;dynamic;JJ;1.0284345159219035;
word;approximate;approximate;JJ;1.026908353466602;
word;investigate;investigate;VB;1.0266277573401825;
word;notice;notice;NN;1.0260179615636478;
word;personal;personal;JJ;1.0254261491056813;
word;reveal;reveal;VB;1.0245466711628883;
word;participate;participate;VB;1.0231257147071497;
word;variety;variety;NN;1.0211735901388557;
word;move;move;NN;1.0203558147937624;
word;error;error;NN;1.019953256539179;
word;experiments;experiment;NN;1.0183368054149045;
word;choice;choice;NN;1.0174929215749149;
word;utilize;utilize;VB;1.0172972140499814;
word;Putting;put;VB;1.0154240573009536;
word;Target;target;NN;1.0150253521022987;
word;open;open;JJ;1.0145825152094317;
word;details;detail;NN;1.0139693368468208;
word;minimum;minimum;JJ;1.0120409308072231;
word;loss;loss;NN;1.009287797998041;
word;idea;idea;NN;1.0092146603103442;
word;regardless;regardless;RB;1.00902599619092;
word;effectiveness;effectiveness;NN;1.0088194714269436;
word;unit;unit;NN;1.0083320233455106;
word;period;period;NN;1.007551686099352;
word;collections;collection;NN;1.006480746183666;
word;characteristic;characteristic;NN;1.0054636849302896;
word;realized;realize;VB;1.005395411543708;
word;length;length;NN;1.0043150632478322;
word;lost;lose;VB;1.0038309668052408;
word;main;main;JJ;1.0023453426603224;
word;denoted;denote;VB;1.0015012745011695;
word;powers;power;NN;1.0014963455002066;
word;connections;connection;NN;1.0012721706133358;
word;met;meet;VB;1.000443844860779;
word;list;list;NN;0.9979154945992256;
word;motivate;motivate;VB;0.99745863259459;
word;primarily;primarily;RB;0.9973517323649019;
word;express;express;VB;0.9970826904826786;
word;explains;explain;VB;0.9941603935400457;
word;top;top;JJ;0.9929422582810967;
word;Management;management;NN;0.9909835875323185;
word;presence;presence;NN;0.9904148199434305;
word;request;request;NN;0.9889428456778437;
word;incorporating;incorporate;VB;0.988754109256361;
word;adopt;adopt;VB;0.9884152705796327;
word;entities;entity;NN;0.9877158039638425;
word;series;series;NN;0.9867505528500873;
word;exact;exact;JJ;0.9861122321247806;
word;strong;strong;JJ;0.9858633530689316;
word;capacity;capacity;NN;0.9850741460926725;
word;restricted;restrict;JJ;0.984352844068394;
word;participants;participant;NN;0.9835610078145003;
word;random;random;JJ;0.9831039106413451;
word;decreased;decrease;VB;0.9829884078513622;
word;crucial;crucial;JJ;0.9808231364193736;
word;automatically;automatically;RB;0.9780268848467237;
word;patterns;pattern;NN;0.9778218901284961;
word;Conference;conference;NN;0.9773879798841988;
word;real;real;JJ;0.9764615736325661;
word;fixed;fix;VB;0.9749126659645024;
word;simplify;simplify;VB;0.9746002947749937;
word;category;category;NN;0.9745319120388469;
word;labelling;label;VB;0.9721032010720444;
word;version;version;NN;0.9707234923247638;
word;description;description;NN;0.9697353941321656;
word;existence;existence;NN;0.9697327006890957;
word;reviews;review;NN;0.9691973144027182;
word;accomplished;accomplish;VB;0.9685255548348413;
word;handle;handle;VB;0.9683471953079545;
word;commonly;commonly;RB;0.9662851170544989;
word;Proof;proof;NN;0.9651159308695724;
word;conducted;conduct;VB;0.963876839292612;
word;Observation;observation;NN;0.9605887407861637;
word;extremely;extremely;RB;0.9592012507391326;
word;capable;capable;JJ;0.9585407291820381;
word;continuous;continuous;JJ;0.9578963446375839;
word;lack;lack;NN;0.9571187678474748;
word;opportunity;opportunity;NN;0.9525693074609671;
word;successfully;successfully;RB;0.9506634237260155;
word;independently;independently;RB;0.9494660975915715;
word;suitable;suitable;JJ;0.9490053868895837;
word;essential;essential;JJ;0.9478505277112614;
word;integrated;integrate;VB;0.9475248919912749;
word;independent;independent;JJ;0.9474424346832442;
word;selection;selection;NN;0.9464736971780751;
word;scheduling;schedule;NN;0.9439939127460755;
word;interpreted;interpret;VB;0.9439624642132924;
word;practice;practice;NN;0.9435818607709933;
word;modification;modification;NN;0.9433006976294066;
word;precise;precise;JJ;0.9416135763529246;
word;encounter;encounter;VB;0.9408564415337677;
word;response;response;NN;0.9402804087006975;
word;quickly;quickly;RB;0.9401961604177616;
word;communication;communication;NN;0.9371055209007102;
word;carried;carry;VB;0.9355831874409071;
word;optimal;optimal;JJ;0.9347018862568242;
word;maximize;maximize;VB;0.9344794707696507;
word;extensive;extensive;JJ;0.9340303545096132;
word;Approximately;approximately;RB;0.9336111152789275;
word;written;write;VB;0.932495377064392;
word;normal;normal;JJ;0.9324749885535558;
word;probably;probably;RB;0.9314659311944807;
word;implications;implication;NN;0.9303690942245846;
word;aware;aware;JJ;0.9294685824335955;
word;profile;profile;NN;0.9294336872469054;
word;chance;chance;NN;0.9284272399154001;
word;ask;ask;VB;0.9269242057595801;
word;perfect;perfect;JJ;0.9268976466871675;
word;portions;portion;NN;0.926799464388933;
word;closely;closely;RB;0.9265127065740972;
word;class;class;NN;0.9253644395912408;
word;passes;pass;NN;0.9228287275682158;
word;informed;inform;VB;0.9224580499321084;
word;argue;argue;VB;0.9217407894312047;
word;planned;plan;VB;0.9215756229254882;
word;worse;wrong;JJ;0.9211586090062334;
word;efficiently;efficiently;RB;0.9200408432440107;
word;distance;distance;NN;0.9189462556594992;
word;sorted;sort;VB;0.9175561864480541;
word;comparison;comparison;NN;0.9172433464101877;
word;Perspectives;perspective;NN;0.9170312890529988;
word;evidence;evidence;NN;0.9169408656354014;
word;variables;variable;NN;0.9169163542760603;
word;space;space;NN;0.9167718118575809;
word;comments;comment;NN;0.9161749080876865;
word;yield;yield;VB;0.9149635773495011;
word;act;act;VB;0.9127253526039532;
word;history;history;NN;0.9122443852141862;
word;slightly;slightly;RB;0.9117991837849002;
word;side;side;NN;0.911689469702962;
word;scope;scope;NN;0.9108925470596247;
word;subject;subject;NN;0.910092957597511;
word;little;little;JJ;0.9097918391585714;
word;possibly;possibly;RB;0.9095433562690958;
word;past;past;JJ;0.9093935414308456;
word;extension;extension;NN;0.9090712830803204;
word;Press;press;NN;0.9076242830580807;
word;preceded;precede;VB;0.9072336499109278;
word;pays;pay;VB;0.9059807578570317;
word;Assignment;assignment;NN;0.9041459307412578;
word;edges;edge;NN;0.9039165094559045;
word;prediction;prediction;NN;0.9033695927382895;
word;enhance;enhance;VB;0.9022343013918074;
word;formulating;formulate;VB;0.900167200564233;
word;predict;predict;VB;0.8996274594994094;
word;recommendations;recommendation;NN;0.8993469422974428;
word;perceives;perceive;VB;0.898390705948165;
word;collected;collect;VB;0.8974378932226562;
word;constraints;constraint;NN;0.895906086839795;
word;confidence;confidence;NN;0.8955378009074175;
word;agree;agree;VB;0.8944277379933983;
word;answer;answer;NN;0.8938869971567153;
word;active;active;JJ;0.8938825236025943;
word;repeating;repeat;VB;0.8931326393645315;
word;resolving;resolve;VB;0.8921268315194842;
word;simultaneously;simultaneously;RB;0.8920113630666441;
word;recorded;record;VB;0.8918847121152693;
word;experimental;experimental;JJ;0.8917306284751806;
word;initiated;initiate;VB;0.889947093716318;
word;project;project;NN;0.8883553644599315;
word;minimal;minimal;JJ;0.886752414415613;
word;justifying;justify;VB;0.8856106852390134;
word;implementation;implementation;NN;0.8850993596330614;
word;facilitating;facilitate;VB;0.8850901912300405;
word;human;human;JJ;0.8839376412723214;
word;logical;logical;JJ;0.8835866466368351;
word;recommended;recommend;VB;0.8817022980229912;
word;build;build;VB;0.8815660731650943;
word;sending;send;VB;0.8811950463178537;
word;eventually;eventually;RB;0.8808135223677046;
word;exceptions;exception;NN;0.8795713993728281;
word;capability;capability;NN;0.8790183129279848;
word;discovered;discover;VB;0.8776211073444513;
word;fundamental;fundamental;JJ;0.8767046098610928;
word;technical;technical;JJ;0.8766842737182728;
word;fraction;fraction;NN;0.8762700481441814;
word;wide;wide;JJ;0.8759391758237989;
word;acquired;acquire;VB;0.8758347313059823;
word;price;price;NN;0.8753227823769683;
word;briefly;briefly;RB;0.8752941253254667;
word;intend;intend;VB;0.8743479281765889;
word;claim;claim;NN;0.8739778015717793;
word;uncertainty;uncertainty;NN;0.8729453850411784;
word;computation;computation;NN;0.8726167820602945;
word;overlapping;overlap;VB;0.8719639272630691;
word;exceeds;exceed;VB;0.871855176548727;
word;hard;hard;JJ;0.8718378174286816;
word;Table;table;NN;0.8711344601426366;
word;divided;divide;VB;0.8707105614337747;
word;considerable;considerable;JJ;0.8704146293412216;
word;expectation;expectation;NN;0.8678673310474103;
word;ranked;rank;VB;0.8672617991017455;
word;insights;insight;NN;0.8671988812415545;
word;accurately;accurately;RB;0.8668179082623416;
word;arbitrary;arbitrary;JJ;0.8659475031524341;
word;removes;remove;VB;0.8656517343467545;
word;entirely;entirely;RB;0.8644239882155189;
word;retaining;retain;VB;0.8631720562742902;
word;delaying;delay;VB;0.8625843877324434;
word;variation;variation;NN;0.8624794980672381;
word;regular;regular;JJ;0.8624058864553564;
word;distinct;distinct;JJ;0.8620612717157736;
word;demand;demand;NN;0.8619264562290374;
word;members;member;NN;0.8612015083496908;
word;direction;direction;NN;0.8607168973270348;
word;replacing;replace;VB;0.8587907254513679;
word;Organization;organization;NN;0.8576445240299172;
word;option;option;NN;0.8574304827178689;
word;forward;forward;RB;0.8574061617647584;
word;background;background;NN;0.8573325912354413;
word;transformed;transform;VB;0.8571407421223408;
word;connect;connect;VB;0.8568297764355441;
