SEP=;
lemma;nr_occ;relevance;
prevent;135;9457.033488512903;
impose;115;9462.79443431185;
closely;74;9468.578599169243;
match;599;9476.160009082234;
manage;182;9500.529952822839;
valid;203;9513.695350400612;
successfully;106;9522.043864817175;
attribute;778;9552.026708001715;
grant;89;9558.606666538051;
fraction;218;9568.418643511915;
interface;351;9571.701540269765;
intuitively;114;9574.833516115772;
society;85;9582.128161901215;
feedback;783;9589.388329328938;
briefly;77;9595.228238625317;
external;196;9599.980108126078;
independently;123;9625.680444851398;
matrix;393;9634.010891261021;
normal;204;9657.469410530346;
robust;253;9658.468303447538;
formulate;103;9696.55046798735;
remainder;92;9714.502366278199;
software;181;9737.311296548305;
send;327;9738.067839244453;
volume;254;9738.656482296321;
integrate;188;9741.82873903862;
converge;165;9754.595472535888;
carry;122;9771.822425995373;
editor;184;9794.3005121371;
incur;165;9829.645501993788;
opportunity;164;9861.109059528704;
phase;256;9886.761083813291;
contribute;127;9895.397197863598;
statistic;194;9900.41159587619;
adaptive;296;9902.61483164476;
unfortunately;107;9925.384662302644;
activity;346;9932.809755388125;
operate;177;9972.255323569438;
consequence;142;9994.035914894122;
claim;298;10001.804173969307;
obvious;88;10014.816627908875;
overview;105;10023.72076581637;
human;349;10042.144162661036;
constitute;111;10043.136018330679;
mainly;105;10212.80450787498;
participant;282;10269.763422637025;
similarity;531;10271.39312569842;
object;889;10288.362498386123;
profile;676;10298.136297327419;
scope;153;10376.602140261159;
symposium;142;10384.878011643661;
store;246;10387.929772958983;
calculation;105;10407.191379891161;
expensive;109;10411.348720696067;
limitation;126;10424.894150417827;
modification;139;10425.432692778584;
dependent;122;10428.906268967698;
empirical;163;10451.579220975806;
execute;471;10468.649870964007;
variant;175;10523.615561785164;
community;134;10550.719143776814;
experience;246;10574.542618978012;
aware;93;10601.476262274744;
extract;232;10602.92023958103;
applicable;96;10606.133885786452;
interpret;191;10609.28596423796;
encode;162;10616.056021951701;
popular;131;10616.402154507801;
difficulty;111;10637.419952422151;
transform;183;10648.673793450404;
reference;213;10669.298385528973;
partition;219;10687.286810132331;
depict;132;10707.637011885558;
obviously;105;10728.58140694494;
choose;145;10756.087486254217;
success;207;10764.080589989062;
subsection;103;10785.71050971814;
code;320;10803.312273036894;
anonymous;119;10807.29213036271;
proportional;96;10845.748889578135;
assignment;359;10854.220263473835;
parallel;221;10879.773208299262;
restriction;133;10925.071581956034;
supply;135;10933.631908322859;
prediction;506;10943.509442110402;
continuous;182;10959.078918976675;
allocation;1064;10996.037643783493;
force;112;11008.741953244302;
preserve;99;11035.490275924807;
generic;126;11093.022732298175;
core;216;11123.883302193537;
classify;187;11125.582086628488;
additionally;113;11135.432349968762;
semantic;432;11137.013561022375;
belief;356;11200.928235508865;
demand;388;11203.667597645148;
utilize;145;11206.67731801028;
execution;550;11210.439126027873;
overlap;187;11215.584566434614;
filter;407;11218.233584084126;
comprise;71;11231.2626383297;
generalize;250;11235.694066718805;
induce;155;11248.475447544903;
realize;127;11264.041261836956;
hypothesis;374;11313.222624557946;
survey;83;11313.935407802708;
insight;88;11336.8830291329;
argument;551;11384.61212329875;
expand;174;11415.295779580703;
naturally;83;11421.007056539876;
configuration;273;11446.391407197225;
plot;107;11476.393144990747;
acquire;113;11498.13236169256;
commonly;77;11507.031234278607;
infer;115;11643.567283477012;
density;168;11647.88413176363;
feasible;231;11653.357504641288;
correctly;93;11656.014536026938;
primary;116;11691.021886403807;
expression;119;11705.125017251794;
agent;9118;11781.843616391356;
exponential;204;11888.396749687983;
memory;302;11889.565913721743;
probably;58;11924.30072583673;
immediate;135;11938.890128709507;
cluster;944;11968.44839821739;
transfer;291;12000.018416752864;
maximal;174;12003.761531988905;
inherent;47;12018.445099229346;
national;81;12039.291251819786;
sophisticate;72;12055.805378997778;
artificial;166;12118.113303840806;
exception;73;12127.668269908569;
separately;63;12168.59295266108;
mit;61;12174.95134029737;
strictly;122;12190.485015055436;
translate;81;12206.135251089645;
emphasize;63;12215.637400700163;
estimation;212;12231.831594303125;
internal;162;12241.139706133328;
abstract;146;12262.678726350203;
competitive;255;12292.941857376272;
indicator;110;12313.359767779735;
implication;77;12343.95225742495;
aggregation;410;12366.628201227883;
central;124;12389.594734975357;
precise;76;12421.754472480978;
accordingly;63;12520.007098092583;
transition;391;12545.657457300884;
inform;178;12603.0392747272;
coefficient;132;12672.426882819886;
presentation;82;12697.088119932981;
researcher;89;12707.271003779812;
capability;170;12712.155181548223;
capable;82;12720.863224816463;
effectiveness;250;12732.235358978278;
uniformly;106;12742.450937384525;
annual;157;12787.370676849057;
intelligence;172;12812.445891698808;
absolute;125;12839.227012820495;
intuition;82;12868.828712326165;
usa;110;12913.118261969033;
extent;105;12928.421897979202;
accurately;69;12935.001501833513;
bring;53;12949.781722151896;
quantify;102;12953.430039341509;
specification;211;12972.303711695455;
agreement;187;12982.4673180548;
economic;209;13028.449362833775;
dominate;205;13058.809532784342;
entirely;51;13081.945901344972;
symmetric;142;13089.98950200566;
kind;112;13108.21304220716;
personal;145;13114.73213790156;
roughly;71;13141.394569654949;
frequently;99;13182.928889963983;
region;231;13187.311541412466;
lie;102;13195.926092576461;
precede;68;13210.538613593968;
strongly;86;13233.304526425294;
novel;105;13267.742355415134;
measurement;170;13304.4449434067;
draw;84;13370.875916200064;
protocol;1224;13425.994219721804;
locally;151;13523.485527044133;
coordinate;142;13524.445565213262;
motivation;55;13526.062067870409;
refine;77;13543.015810804594;
social;530;13557.194368717936;
encourage;53;13567.767506674403;
convergence;128;13582.291119741541;
likelihood;138;13592.404215818819;
convert;89;13605.98681888808;
monitor;370;13623.439626144369;
beneficial;88;13624.11703022811;
intermediate;112;13664.671140013326;
sequential;138;13671.585808563716;
exclude;63;13688.867473580642;
adaptation;207;13696.935195587102;
frequency;348;13711.097764612825;
classification;381;13720.196171808566;
encounter;85;13795.60789085885;
cycle;450;13807.472028350818;
incremental;144;13862.052547848683;
leave;71;13907.110568782342;
substitute;90;13934.139161496076;
site;464;13961.69933649233;
pursue;51;13964.952865875286;
flexible;94;14015.887031548891;
sufficiently;83;14017.08599184083;
crucial;78;14068.130291477391;
heavily;53;14127.750717897195;
generality;120;14128.206772200647;
rank;1502;14146.650132152445;
acknowledgment;54;14166.759641340786;
strength;65;14178.029023081044;
engineer;85;14178.980068057395;
confirm;87;14213.96300028345;
recognise;55;14282.119726701918;
usage;125;14344.811791470713;
unlikely;55;14406.236596655304;
evidence;163;14451.487818379059;
medium;118;14465.90671714331;
formal;148;14493.477099264963;
union;89;14579.166779205245;
comparable;73;14594.383104076172;
logical;126;14613.24445011672;
policy;873;14629.048429678724;
correlation;371;14632.747006350144;
magnitude;67;14640.835568522638;
concentrate;52;14653.784455726334;
dominant;149;14674.285664464867;
confidence;217;14692.555914359873;
analyse;93;14698.65129562821;
statement;115;14746.7149870222;
sensitive;74;14761.286198713944;
department;65;14769.570255979508;
complicate;62;14800.11783308575;
acceptable;115;14810.831316790409;
partially;68;14868.410862767736;
facilitate;91;14874.982212473826;
automate;108;14914.695163413437;
hybrid;61;14957.02680297933;
statistical;139;14981.499295830037;
contrary;46;14982.601712861899;
reviewer;53;15003.79616023317;
fairly;51;15011.711294767476;
uncertainty;136;15022.447436569053;
dependency;198;15041.912396507792;
representative;91;15078.540709037565;
publish;165;15103.0609370432;
relax;82;15131.0982869897;
complement;72;15234.060135669584;
portion;124;15239.546146505936;
independence;91;15269.977788594673;
respond;90;15279.194626938322;
generation;201;15311.432479078954;
regular;117;15374.07899169391;
considerable;42;15436.863230752564;
default;106;15453.767896973033;
overcome;73;15491.50675008867;
perceive;110;15524.011073796122;
oppose;65;15529.095986750623;
classical;142;15530.224074450576;
intuitive;60;15615.742163975881;
unable;54;15632.132740118988;
disjoint;115;15637.459730233897;
methodology;93;15640.245083795484;
extreme;65;15671.50272244425;
distinction;35;15708.3276371499;
reliable;81;15711.80285912297;
brief;45;15721.926107416713;
operator;185;15746.52287550661;
boundary;176;15785.705173163482;
failure;330;15842.191387311288;
interpretation;98;15857.567565441801;
finite;280;15865.711664289753;
meaningful;61;15887.553024962788;
alternatively;56;15887.764649925874;
signal;318;15980.186458863564;
surprisingly;40;16068.910787824463;
trivial;62;16080.118910488052;
retain;78;16143.912090798598;
transformation;135;16180.694670717066;
essential;74;16196.406992429987;
server;1178;16210.160117416075;
commercial;81;16216.673211712521;
traffic;217;16257.762769665931;
complementary;68;16287.525008050838;
initiate;106;16345.49392811085;
incomplete;95;16353.535678192102;
conflict;309;16368.600586486764;
equal;73;16377.834958588277;
conditional;199;16389.679242790975;
phenomenon;58;16451.25506534905;
propagate;215;16452.957975374087;
display;272;16472.146833906416;
decompose;64;16515.21387622933;
enforce;83;16637.55289140052;
absence;61;16670.35371740895;
cooperative;138;16679.829473631096;
allocate;296;16693.353048113582;
locate;162;16700.035815464435;
private;241;16729.20023358557;
primarily;53;16782.75892455661;
extensive;88;16864.840634984706;
trend;73;16874.95193539148;
generalization;85;16890.209412281496;
investigation;68;16898.211969256932;
schedule;577;16976.615238267666;
gap;80;16979.611998640634;
expectation;172;16992.830346237923;
indication;42;16999.76489924211;
intelligent;72;17089.037804058215;
succeed;79;17093.11928297838;
alternate;78;17108.370133695833;
document;3261;17136.203455404302;
emerge;65;17219.220977289962;
infinite;151;17232.435608888125;
temporal;219;17276.016147678318;
correlate;138;17290.67965089791;
solely;39;17296.436983095467;
deploy;205;17349.0643042964;
greatly;47;17357.76960508605;
drawback;41;17375.81213428054;
electronic;169;17383.722775186507;
begin;45;17398.865520603464;
enhance;94;17412.053285409213;
augment;84;17441.48823390612;
arbitrarily;54;17444.227331885915;
shift;45;17704.14115602596;
capacity;171;17720.06080644898;
strict;104;17725.06284846767;
flexibility;111;17733.490075581405;
individually;74;17742.768861589422;
mode;173;17803.838085429394;
reality;41;17810.49423233602;
storage;446;17933.705879559482;
discount;148;17950.95708792701;
span;68;17991.44330652689;
modern;41;17992.049216212086;
behaviour;229;18013.023870545512;
adjacent;81;18031.66734090879;
frequent;93;18051.16869804984;
destination;194;18061.024691211453;
physical;166;18134.042889812612;
address;86;18157.95406941973;
implicit;275;18158.208848351915;
european;37;18166.073436987546;
bias;126;18183.20335300656;
risk;153;18248.77988047661;
increment;48;18269.93135344583;
inspire;51;18335.11390338699;
architecture;474;18337.584748969715;
grid;566;18351.210050412337;
handle;65;18388.52453613082;
discard;75;18488.339632525676;
channel;235;18504.413778877275;
manipulation;56;18521.206230531443;
ease;66;18523.602993575656;
thesis;37;18564.885685538025;
cumulative;86;18586.712017487753;
delay;302;18593.89363249303;
format;94;18672.325912712604;
merge;121;18691.748456242774;
normally;50;18696.66978806636;
mathematical;58;18734.911035656674;
consistency;170;18746.327991831924;
setup;62;18772.327303244227;
circumstance;42;18974.69601969598;
prototype;110;18977.48765958836;
reverse;61;18979.10635266672;
explanation;74;18985.10192136744;
academic;48;18997.738299574234;
mutual;89;19014.889150736893;
invoke;88;19048.93158643779;
extensively;42;19068.67848593812;
resolve;98;19070.832690997755;
progress;47;19127.436367225007;
largely;44;19191.32031200146;
differently;48;19193.828538695216;
mobile;300;19199.20290631497;
terminate;103;19222.69262721435;
evolution;71;19233.150033464768;
assessment;60;19248.624115706476;
feasibility;57;19258.15069830806;
lecture;30;19299.15918693227;
continuously;56;19302.489309824396;
eventually;71;19316.961774478626;
int;91;19385.705701476458;
substantial;62;19524.19610799548;
preliminary;42;19615.250071604216;
empirically;57;19628.90782719417;
marginal;167;19637.351360776916;
implicitly;63;19666.76184660225;
round;132;19673.4713738957;
unchanged;46;19675.256858051504;
theoretically;37;19692.608094170304;
justify;86;19704.973234121302;
purely;38;19718.583419283128;
versa;35;19727.516770226892;
vice;35;19727.516770226892;
importantly;39;19771.450023224996;
formulation;179;19798.070639600024;
proposal;288;19816.830082081433;
majority;89;19845.347506763446;
occurrence;176;20008.84495053002;
reject;139;20036.536322259042;
centralize;203;20043.42565107896;
concrete;75;20103.888238061387;
consecutive;56;20138.68165878402;
significance;55;20140.161861145698;
substantially;51;20211.463796462973;
designer;138;20256.674127356076;
attach;66;20302.76616659964;
reliability;60;20377.508982062587;
homogeneous;61;20430.79418054354;
manipulate;65;20436.241931725937;
appropriately;42;20444.720317640757;
opinion;197;20457.93496407917;
likewise;31;20476.875938460442;
priority;166;20495.238793012617;
population;135;20514.85545742851;
formalize;54;20539.351472078808;
insert;128;20543.151106414996;
ultimately;33;20551.96956264293;
applicability;26;20553.883052877303;
unnecessary;48;20566.639605961627;
negligible;47;20597.836168068825;
open;52;20605.57529721315;
norm;221;20615.947242903763;
discovery;156;20662.32225755851;
violate;87;20670.40067938674;
strategic;226;20700.194264836173;
institute;48;20733.001277745705;
experimentally;33;20809.246345216914;
duration;185;20818.353068889934;
prove;44;20838.132835096603;
considerably;44;20902.5749766637;
heterogeneous;95;20929.77915478828;
arise;50;20936.86247686776;
conjunction;82;20981.136039107034;
communicate;254;20985.34761361326;
acknowledge;37;20989.890137613656;
compact;102;20995.187202360194;
subsequently;41;21052.919451563645;
sequentially;37;21069.287195978886;
identity;122;21179.549742299023;
compete;73;21201.88223814746;
expert;307;21213.682206389323;
digital;65;21234.221004002415;
newly;84;21257.45866618782;
formation;86;21294.640827314375;
propagation;211;21506.870869030325;
detection;443;21614.859729937092;
coverage;114;21617.347064523932;
route;407;21629.304839554614;
intersection;44;21649.16212678621;
leverage;85;21660.977589735296;
convenient;41;21724.007249463153;
static;245;21749.937443885297;
penalty;97;21834.017167203638;
cpu;92;21838.30337482173;
quantity;181;21842.311815957128;
dual;133;21883.193306155885;
slot;267;21900.14343548868;
baseline;329;21967.06892851896;
validate;66;21996.037787733938;
highlight;54;22119.989208168667;
rarely;32;22120.253602100194;
assess;77;22192.540700133413;
resolution;91;22205.570566140777;
forward;123;22236.418637575815;
structural;51;22281.85999706163;
