SEP=;
lemma;nr_occ;relevance;
measurement;170;53.17481223371021;
scope;153;53.11115942437631;
carry;122;53.07343995559795;
expand;174;52.91894551104638;
dependent;122;52.751931829817906;
fundamental;98;52.49373073549772;
temporal;219;52.48957249685759;
locally;151;52.484866652914675;
competitive;255;52.22524683049314;
induce;155;52.107625960349836;
constitute;111;51.948024985048434;
realize;127;51.751876920885145;
vertex;503;51.67632519741248;
difficulty;111;51.66508073839157;
formulation;179;51.644101073989056;
region;231;51.524923461399716;
extent;105;51.50838845250304;
contribute;127;51.29211997453414;
overview;105;51.21371150253103;
series;105;51.15711078099796;
propagate;215;51.04366447377209;
display;272;50.88719479166515;
mainly;105;50.8644268768838;
remainder;92;50.052448418993734;
force;112;50.02669761353908;
supply;135;49.86748396881764;
deliver;230;49.86516146936304;
widely;94;49.858150934268046;
internal;162;49.81719183845497;
obvious;88;49.79664699343914;
strictly;122;49.78023070655922;
modification;139;49.75009312258201;
logic;323;49.731750570978676;
critical;111;49.65206286924403;
obviously;105;49.432449398450395;
generality;120;49.30996240964142;
generic;126;49.30209559199994;
virtual;205;49.10751762650949;
expression;119;48.85459224181301;
dominate;205;48.78351782240081;
commitment;599;48.67475955081523;
extremely;86;48.59637927529115;
cooperative;138;48.54136349268302;
operator;185;48.43516813263625;
additionally;113;48.24144941774269;
abstract;146;48.07624921532168;
keyword;367;48.04369415427628;
primary;116;48.01603044032512;
profit;349;47.724602021539134;
physical;166;47.63219770777469;
agreement;187;47.58017223596593;
recommendation;438;47.55711345224334;
expectation;172;47.52309217428987;
adaptation;207;47.43636128890557;
statement;115;47.34831258913428;
community;134;47.32517663610068;
implicit;275;47.04908116579083;
anonymous;119;47.03602471198783;
behaviour;229;47.03151030729708;
propagation;211;47.01692085545148;
aware;93;46.94360704199643;
expensive;109;46.49342947838002;
kind;112;46.43806940192302;
preserve;99;46.34438437440177;
grant;89;46.124350924473525;
infinite;151;46.11261822115833;
immediate;135;46.07249314751356;
uncertainty;136;46.00041997913463;
briefly;77;45.893458862079136;
latency;306;45.82243044744845;
confidence;217;45.648358742318315;
usa;110;45.606046215513125;
foundation;76;45.52651285240036;
layer;245;45.48809440774783;
likelihood;138;45.42024774316866;
subsection;103;45.398086794698465;
publish;165;45.385913335895765;
coefficient;132;45.246317020433565;
applicable;96;45.1784006066695;
symmetric;142;45.15341555822353;
acquire;113;45.11729438459699;
logical;126;45.082026525466624;
proxy;466;45.04066674284664;
society;85;44.97692786005049;
classical;142;44.84063943678277;
inequality;191;44.64920166863793;
trigger;206;44.600340138578275;
closely;74;44.59139295058346;
indicator;110;44.58533961174934;
calculation;105;44.576064454182934;
priority;166;44.48763584395774;
infer;115;44.42263553973257;
density;168;44.25761787241241;
frequently;99;44.11181684754462;
portion;124;43.98128495806887;
boundary;176;43.73266473050846;
survey;83;43.71997037885681;
insight;88;43.68170330477576;
correlate;138;43.66885313047698;
personal;145;43.66561943954306;
discovery;156;43.42873488334818;
segment;248;43.32568120467231;
welfare;214;43.283478495732695;
novel;105;43.23170085613414;
opinion;197;43.19670012154165;
proportional;96;43.136257258738304;
risk;153;43.07891749265037;
hierarchical;149;43.06280246288822;
plot;107;42.992698595963766;
interpretation;98;42.84158030876628;
confirm;87;42.772405441623654;
quantity;181;42.76022011061924;
peer;470;42.679210142421866;
automate;108;42.63244108790922;
usage;125;42.591768408961755;
correctly;93;42.37980063605321;
revenue;391;42.24371404021413;
commonly;77;41.865948002724664;
researcher;89;41.86362847132049;
packet;477;41.783826499644555;
occurrence;176;41.345242140973504;
corpus;242;41.33129972411974;
naturally;83;41.13095186861036;
respond;90;41.10129510880133;
uniformly;106;40.954517595344896;
disjoint;115;40.89870192314829;
automatic;116;40.87642818876208;
mode;173;40.87146560845778;
prototype;110;40.77423672873356;
quantify;102;40.73615515780379;
facilitate;91;40.69423441365423;
capacity;171;40.65090978165539;
precise;76;40.62633580819273;
proposal;288;40.5645691949015;
dominant;149;40.427247890087145;
consistency;170;40.38317679340738;
expansion;322;40.37882414746459;
exception;73;40.35006819095843;
convergence;128;40.32338244962106;
accurately;69;40.296702644384524;
receiver;382;40.10724011379503;
capable;82;40.05447262938102;
enhance;94;39.767779735042126;
lie;102;39.66930872621662;
round;132;39.60178409510822;
national;81;39.586065300077315;
terminate;103;39.544827207524584;
availability;175;39.50554654422471;
hierarchy;140;39.49912219908789;
sequential;138;39.47588681636524;
translate;81;39.442287001571586;
substitute;90;39.43987546060434;
default;106;39.351565572395934;
strongly;86;39.334303391146015;
energy;334;39.27538017015833;
incremental;144;39.25991811148889;
absolute;125;39.254657242117254;
identity;122;39.24242145425566;
convert;89;39.196501262163444;
address;86;39.18486353646176;
acceptable;115;38.95604762533708;
intuition;82;38.95006255166262;
marginal;167;38.92022474077789;
bias;126;38.837612025353096;
discount;148;38.796630669161814;
engineer;85;38.769659994984;
perceive;110;38.75011389893493;
comparable;73;38.60830638590889;
beneficial;88;38.48462624083059;
expert;307;38.39757332197558;
crucial;78;38.38115406704527;
transmit;154;38.25238519951976;
comprise;71;38.1422482685136;
sophisticate;72;38.12992640718982;
generalization;85;38.02578345400933;
intermediate;112;37.892098010961035;
channel;235;37.585485046219944;
duration;185;37.55228295018274;
implication;77;37.473821053272054;
truthful;253;37.419016002243865;
provider;339;37.38366503770168;
representative;91;37.32245196581399;
frequent;93;37.05827915404627;
image;309;36.93995633997833;
collaborative;134;36.847572802566766;
roughly;71;36.801152493978584;
reliable;81;36.71970473834409;
presentation;82;36.6305266953875;
sufficiently;83;36.553186721536036;
union;89;36.536841667866256;
responsible;105;36.412106380863186;
medium;118;36.39326074471355;
initiate;106;36.386647928375;
accordingly;63;36.363599532828864;
partially;68;36.31717032008941;
flexible;94;36.31193467914631;
merge;121;36.21413296569084;
enforce;83;35.917238882054136;
draw;84;35.88974434697696;
reject;139;35.806158111014;
emphasize;63;35.64285746086255;
characterization;102;35.61373643415454;
regular;117;35.440840076991215;
eventually;71;35.36006606880239;
coordination;124;35.271011199938265;
session;226;35.263453059540566;
heterogeneous;95;35.229658837444326;
methodology;93;35.22299853229907;
overcome;73;35.2087904749326;
compact;102;35.201817040467866;
majority;89;35.175643287828166;
leave;71;35.14993997118024;
strength;65;35.13711057323442;
wireless;194;35.01798935360315;
commerce;109;34.912877331960125;
deviate;97;34.8253851416428;
mit;61;34.75419793631454;
delivery;154;34.66142855234825;
destination;194;34.6608750109447;
separately;63;34.62200097055249;
budget;230;34.59509410945874;
sensitive;74;34.464985167168024;
essential;74;34.43709291333441;
dependency;198;34.16043796552017;
incomplete;95;34.140146888815345;
conditional;199;34.03918568568641;
intelligent;72;33.93211771881582;
encounter;85;33.89273020570076;
transformation;135;33.771492766119096;
equal;73;33.74427425973113;
module;244;33.70832078095342;
extensive;88;33.691055631653086;
complicate;62;33.612342934481774;
purchase;195;33.56012008732006;
sender;203;33.42534982184279;
independence;91;33.4136007942503;
precede;68;33.39995666646386;
analyse;93;33.350920021429324;
trend;73;33.31412955243284;
probably;58;33.26460317907881;
alternatively;56;33.155156319795566;
relax;82;33.148050807087124;
refine;77;33.131949133551885;
investigation;68;33.089416971015524;
commercial;81;32.848240613911535;
succeed;79;32.81340312209223;
assess;77;32.79503385803519;
status;117;32.7854381510233;
delete;109;32.770220956513626;
forward;123;32.75011241490971;
oppose;65;32.68061848234678;
resolve;98;32.67894004983356;
leverage;85;32.54206098453202;
magnitude;67;32.5199950136753;
discard;75;32.50785271940201;
commit;314;32.489296468168384;
article;123;32.449076416910174;
formation;86;32.21288193243826;
format;94;32.19915618326524;
deployment;141;32.096170769749044;
optimum;133;32.007715447070034;
advertise;277;31.990646189097454;
extreme;65;31.964794469928457;
queue;172;31.95639191918591;
coverage;114;31.923967452359086;
deterministic;130;31.87157691034855;
intuitive;60;31.848843128147074;
ad;410;31.795441964968113;
heavily;53;31.72901848056594;
inherent;47;31.728959119557512;
retain;78;31.526900182980295;
gap;80;31.50976117582287;
exclude;63;31.486779561411183;
insert;128;31.477358969374173;
transmission;174;31.375041367202737;
trivial;62;31.37403816616037;
acknowledgment;54;31.272063373812603;
unlikely;55;31.2562169526136;
emerge;65;31.23850956380047;
abstraction;143;31.218766092398376;
recognise;55;31.173697730777057;
inverse;132;31.084239207055667;
motivation;55;31.0139023481731;
incoming;115;30.974906617713632;
flexibility;111;30.95608324194212;
validate;66;30.920060013979526;
cooperation;106;30.85841212270513;
replicate;147;30.85434886167846;
finding;84;30.803525450290344;
department;65;30.77845581240734;
irrelevant;82;30.575889339208103;
adjacent;81;30.565035178817602;
augment;84;30.557647701319144;
bring;53;30.54898544616475;
complement;72;30.517190206027234;
substantial;62;30.50036729623963;
complementary;68;30.467128099572165;
absence;61;30.465457087184998;
cumulative;86;30.38202518984392;
entirely;51;30.300510653074966;
justify;86;30.294807544190554;
strict;104;30.275408366637336;
processor;193;30.23579824974066;
meaningful;61;30.177191126122857;
pursue;51;30.16005211896539;
norm;221;30.085782593274683;
population;135;30.03915155310657;
int;91;29.972809690091022;
mutual;89;29.930409605798378;
competition;134;29.88941934545585;
designer;138;29.79735042138896;
empirically;57;29.74986309867432;
primarily;53;29.618513511307523;
phenomenon;58;29.612691680406268;
variance;114;29.54082627555677;
analogous;73;29.500297547054736;
mathematical;58;29.459130687712126;
suggestion;119;29.342729686291914;
equivalence;100;29.273906533124173;
encourage;53;29.2309128387473;
slot;267;29.19978837800497;
setup;62;28.94978207089782;
alternate;78;28.92660456515834;
span;68;28.89907589750136;
concentrate;52;28.818291501136027;
material;64;28.81295494647863;
identification;70;28.649439112671644;
reviewer;53;28.499436812432563;
reside;64;28.349084282243787;
