SEP=;
type;keyword;lemma;pos;relevance
word;fact;fact;null;8.271119693734068;
word;allow;allow;null;8.266058161596499;
word;levels;level;null;8.260692822647117;
word;error;error;null;8.252807493552542;
word;according;accord;null;8.249047229987998;
word;identify;identify;null;8.243064374195532;
word;valid;valid;null;8.242291758715306;
word;effectively;effectively;null;8.226105560670081;
word;technical;technical;null;8.220357782989828;
word;combination;combination;null;8.214882710960474;
word;research;research;null;8.205992552768171;
word;illustrate;illustrate;null;8.198894905027602;
word;standard;standard;null;8.184369941644686;
word;potential;potential;null;8.183509999816906;
word;conditions;condition;null;8.18327150724298;
word;single;single;null;8.178242300626597;
word;calculate;calculate;null;8.170647731023484;
word;discussed;discuss;null;8.144081666621105;
word;feedback;feedback;null;8.131060921544957;
word;original;original;null;8.12916465006407;
word;accurate;accurate;null;8.117803795821825;
word;selection;selection;null;8.108332094049484;
word;scope;scope;null;8.108217646232138;
word;outputs;output;null;8.092053285465518;
word;improves;improve;null;8.079020685893582;
word;relationship;relationship;null;8.075138511243606;
word;aggregate;aggregate;null;8.0607662573474;
word;situation;situation;null;8.054304010628352;
word;simply;simply;null;8.052012382774153;
word;event;event;null;8.050364440667025;
word;difference;difference;null;8.041347225353592;
word;positions;position;null;8.040367391512142;
word;derive;derive;null;8.035892059295332;
word;attempts;attempt;null;8.028081644639022;
word;cost;cost;null;8.025272217650059;
word;connections;connection;null;8.019079551234944;
word;form;form;null;8.004678692632485;
word;measure;measure;null;8.003304324338718;
word;explicit;explicit;null;7.984955958056537;
word;extension;extension;null;7.972417446891961;
word;unique;unique;null;7.96242037905617;
word;facilitating;facilitate;null;7.952079964889774;
word;dimensions;dimension;null;7.9475875841617345;
word;reduced;reduce;null;7.93318971523691;
word;useful;useful;null;7.928010070768912;
word;advantage;advantage;null;7.917691229368836;
word;global;global;null;7.91219636213025;
word;consideration;consideration;null;7.906759102198276;
word;empirical;empirical;null;7.900168154306928;
word;capability;capability;null;7.883758422829153;
word;vary;vary;null;7.883494669929247;
word;mode;mode;null;7.8387902420408935;
word;purpose;purpose;null;7.838249522804844;
word;stating;state;null;7.833482994461701;
word;simplify;simplify;null;7.818765411540502;
word;allocation;allocation;null;7.813665198238309;
word;effect;effect;null;7.806933139737271;
word;integrated;integrate;null;7.790420103873209;
word;interesting;interest;null;7.789448088090471;
word;equations;equation;null;7.7698858663412995;
word;perspectives;perspective;null;7.765976895353689;
word;eliminate;eliminate;null;7.7498497830622;
word;priority;priority;null;7.749737782159188;
word;decreased;decrease;null;7.744580861094706;
word;feasible;feasible;null;7.743026685837021;
word;deviation;deviation;null;7.738989986741491;
word;principles;principle;null;7.735550416886431;
word;constitute;constitute;null;7.719751742997724;
word;experimental;experimental;null;7.7187688665962515;
word;works;work;null;7.716335656627191;
word;show;show;null;7.716175185323113;
word;proceedings;proceeding;null;7.714191047022235;
word;figure;figure;null;7.713494916053992;
word;behavior;behavior;null;7.713415304008839;
word;comparing;compare;null;7.708902587973971;
word;usually;usually;null;7.7055500033133555;
word;utilize;utilize;null;7.702633056127214;
word;operations;operation;null;7.700462666988363;
word;transitions;transition;null;7.6905559021307655;
word;arbitrary;arbitrary;null;7.689353944101608;
word;subsequent;subsequent;null;7.686405182403224;
word;complex;complex;null;7.679039983424161;
word;actions;action;null;7.658832812768328;
word;international;international;null;7.6573172459304235;
word;positive;positive;null;7.645722777187078;
word;propose;propose;null;7.615123100074177;
word;described;describe;null;7.608190477138029;
word;comparison;comparison;null;7.599407968576683;
word;applicable;applicable;null;7.598995527899091;
word;developed;develop;null;7.580492512416147;
word;support;support;null;7.576234896036485;
word;referred;refer;null;7.57478836843824;
word;bias;bias;null;7.569912072279193;
word;minimum;minimum;null;7.5611068346435335;
word;regardless;regardless;null;7.558146168545617;
word;prediction;prediction;null;7.55651876896553;
word;importance;importance;null;7.554556800260331;
word;category;category;null;7.554333729161309;
word;continuous;continuous;null;7.551778612739351;
word;access;access;null;7.551751588740094;
word;relevance;relevance;null;7.537793529048246;
word;specification;specification;null;7.535965804228923;
word;combining;combine;null;7.535179380367113;
word;statistical;statistical;null;7.5336482357925885;
word;extent;extent;null;7.526314403881977;
word;social;social;null;7.52572173435142;
word;details;detail;null;7.518387270809709;
word;recommendations;recommendation;null;7.516602202049639;
word;future;future;null;7.50848684443678;
word;crucial;crucial;null;7.49973839743539;
word;perform;perform;null;7.496706810694704;
word;reason;reason;null;7.49487198820679;
word;agents;agent;null;7.493801875055233;
word;sufficient;sufficient;null;7.485486645733963;
word;activity;activity;null;7.480631404839728;
word;chosen;choose;null;7.475507493554737;
word;difficult;difficult;null;7.468563810865294;
word;characteristic;characteristic;null;7.468168932601946;
word;setting;set;null;7.457641356543774;
word;locations;location;null;7.4514777652762465;
word;note;note;null;7.4432506100966265;
word;namely;namely;null;7.44301826912418;
word;interfaces;interface;null;7.437899516964167;
word;theoretical;theoretical;null;7.426154829041998;
word;directly;directly;null;7.4238950982597816;
word;contribution;contribution;null;7.4144388475303655;
word;correct;correct;null;7.413929897337932;
word;technology;technology;null;7.4101594376142925;
word;part;part;null;7.399079304714799;
word;interpreted;interpret;null;7.396838205030221;
word;contrast;contrast;null;7.395206688975296;
word;simple;simple;null;7.39119117486673;
word;sum;sum;null;7.3889431553286;
word;equivalent;equivalent;null;7.3878412512457885;
word;simultaneously;simultaneously;null;7.385275357421756;
word;motivate;motivate;null;7.373626753042487;
word;highly;highly;null;7.371676985266748;
word;point;point;null;7.35659762697692;
word;estimating;estimate;null;7.355230326642238;
word;flexibility;flexibility;null;7.352589320805807;
word;independently;independently;null;7.351230731232598;
word;document;document;null;7.329137450843392;
word;correlates;correlate;null;7.3085781816698425;
word;decision;decision;null;7.308246532717575;
word;observation;observation;null;7.308145241239881;
word;independent;independent;null;7.304455669822982;
word;classification;classification;null;7.304445840385866;
word;desired;desire;null;7.3014083386768425;
word;generalized;generalize;null;7.2927655082500085;
word;expected;expect;null;7.291179198001515;
word;viewed;view;null;7.290465246189412;
word;adaptive;adaptive;null;7.285129021791585;
word;partial;partial;null;7.2832788585721815;
word;implicit;implicit;null;7.280852264365504;
word;discussion;discussion;null;7.276287407797151;
word;computational;computational;null;7.255840451660752;
word;creating;create;null;7.23953153186938;
word;organization;organization;null;7.238352092524963;
word;list;list;null;7.218127705752785;
word;fundamental;fundamental;null;7.216570224755573;
word;extensive;extensive;null;7.208213298803976;
word;enhanced;enhance;null;7.204993021172484;
word;possibility;possibility;null;7.203627329046861;
word;influence;influence;null;7.20184330336207;
word;external;external;null;7.197439491353937;
word;number;numb;null;7.192000117063375;
word;response;response;null;7.171493844663307;
word;transactions;transaction;null;7.167722602500296;
word;established;establish;null;7.1644431550805;
word;immediate;immediate;null;7.162738091899695;
word;respective;respective;null;7.152299155994988;
word;critical;critical;null;7.150741477899936;
word;precisely;precisely;null;7.146920632960802;
word;estimation;estimation;null;7.1419575146218595;
word;coordinates;coordinate;null;7.137781249549352;
word;local;local;null;7.137071778355572;
word;ability;ability;null;7.130790829020363;
word;competitive;competitive;null;7.124167127669093;
word;capacity;capacity;null;7.1167434026255;
word;clearly;clearly;null;7.109229068579955;
word;practical;practical;null;7.1048004843262005;
word;variation;variation;null;7.096922796301629;
word;simulations;simulation;null;7.095576089991784;
word;constructed;construct;null;7.094957412917985;
word;formulation;formulation;null;7.087876066688827;
word;relies;rely;null;7.084654814685766;
word;means;mean;null;7.08408564539122;
word;reduction;reduction;null;7.082243036036667;
word;choice;choice;null;7.078311906085032;
word;realistic;realistic;null;7.053193523933793;
word;reasonable;reasonable;null;7.0419745999279595;
word;gained;gain;null;7.041945609994297;
word;precise;precise;null;7.038842766514743;
word;characterizes;characterize;null;7.033055690093821;
word;entire;entire;null;7.03149630283783;
word;detection;detection;null;7.029283816117723;
word;centralized;centralize;null;7.02749697631527;
word;efficiently;efficiently;null;7.021465445935655;
word;labeling;label;null;7.0200769693382945;
word;interpretation;interpretation;null;7.01863524612994;
word;relatively;relatively;null;7.01669011037925;
word;constant;constant;null;7.0155559318300575;
word;actually;actually;null;7.012990705537138;
word;goods;good;null;7.009476087218801;
word;logical;logical;null;7.008058350292108;
word;range;range;null;6.996607033086941;
word;matrix;matrix;null;6.9956881898468914;
word;controlled;control;null;6.995660554768782;
word;exact;exact;null;6.982474429524694;
word;scheduling;schedule;null;6.981590380554507;
word;participate;participate;null;6.972246609751637;
word;formulating;formulate;null;6.971544035246565;
word;major;major;null;6.965005563691118;
word;studied;study;null;6.962917390409938;
word;overlapping;overlap;null;6.96007887867653;
word;monitor;monitor;null;6.958992735470419;
word;description;description;null;6.926176243429833;
word;differ;differ;null;6.920019685124895;
word;norm;norm;null;6.91803878371277;
word;concerns;concern;null;6.91686704249085;
word;occur;occur;null;6.910362323791498;
word;personal;personal;null;6.9067621882627765;
word;variance;variance;null;6.905504733553194;
word;verify;verify;null;6.90410870259803;
word;marginal;marginal;null;6.890553174936591;
word;proceeding;proceed;null;6.890062740852802;
word;change;change;null;6.886069373782094;
word;similarity;similarity;null;6.878350047973535;
word;transformation;transformation;null;6.873173549985732;
word;rating;rate;null;6.873019470238887;
word;resource;resource;null;6.869413072889728;
word;automatically;automatically;null;6.866965942752875;
word;emphasize;emphasize;null;6.859310638935024;
word;assess;assess;null;6.853371356172152;
word;respectively;respectively;null;6.850702060855898;
word;manipulation;manipulation;null;6.84804178625609;
word;weights;weight;null;6.83910654593006;
word;successfully;successfully;null;6.824809922223286;
word;current;current;null;6.816980740837663;
word;phases;phase;null;6.815332210302802;
word;consisting;consist;null;6.808663375532315;
word;assessment;assessment;null;6.798460546030088;
word;subject;subject;null;6.776394587567639;
word;summarize;summarize;null;6.776181155793761;
word;group;group;null;6.7719478477429185;
word;explicitly;explicitly;null;6.763581339874297;
word;summary;summary;null;6.757049149773877;
word;guarantee;guarantee;null;6.745397612748423;
word;formulas;formula;null;6.7223237373529106;
word;solution;solution;null;6.719793361319835;
word;discrete;discrete;null;6.716200107759407;
word;consistency;consistency;null;6.711653873574704;
word;individually;individually;null;6.711447840349232;
word;experience;experience;null;6.708395610842194;
word;development;development;null;6.707194863090908;
word;due;due;null;6.702627516648391;
word;services;service;null;6.699212386527379;
word;consequences;consequence;null;6.698112094836762;
word;final;final;null;6.68860240519064;
word;implications;implication;null;6.688469748882396;
word;modified;modify;null;6.681632570140385;
word;primarily;primarily;null;6.6791459093475165;
word;additionally;additionally;null;6.662474759442257;
word;methodology;methodology;null;6.653620173662553;
word;element;element;null;6.653359826883642;
word;restriction;restriction;null;6.646120047928547;
word;requested;request;null;6.643846335115227;
word;assignment;assignment;null;6.642754131903691;
word;randomly;randomly;null;6.64258266279235;
word;effort;effort;null;6.630191530985368;
word;organized;organize;null;6.629721138716371;
word;obvious;obvious;null;6.612180609664338;
word;interacting;interact;null;6.606529395125989;
word;sample;sample;null;6.605907492958769;
word;affects;affect;null;6.598847640845615;
word;acceptable;acceptable;null;6.592079561889926;
word;trends;trend;null;6.591296248751764;
word;configurations;configuration;null;6.586220141696826;
word;reviews;review;null;6.583543867417342;
word;statistics;statistic;null;6.579205566777254;
word;fully;fully;null;6.571473477838078;
word;primary;primary;null;6.57017954296761;
word;typical;typical;null;6.568748796397371;
word;inherent;inherent;null;6.567069179401705;
word;subjective;subjective;null;6.562347562541229;
word;suitable;suitable;null;6.561302987010592;
word;exceeds;exceed;null;6.560393445301932;
word;employs;employ;null;6.556717962059099;
word;allocated;allocate;null;6.552799182939876;
word;equal;equal;null;6.538686456800532;
word;advances;advance;null;6.532137859406985;
word;threshold;threshold;null;6.5268278605030865;
word;grid;grid;null;6.526434066070076;
word;new;new;null;6.525063239091113;
word;notation;notation;null;6.524838354292596;
word;submitted;submit;null;6.522680601422847;
word;successful;successful;null;6.521407767185454;
word;occurrence;occurrence;null;6.5181333275005535;
word;negative;negative;null;6.518116627359439;
word;internal;internal;null;6.514317320621247;
word;accepts;accept;null;6.512934022784907;
word;optimize;optimize;null;6.501206479298746;
word;area;area;null;6.499462594947008;
word;graph;graph;null;6.491321097096966;
word;properties;property;null;6.489296054605115;
word;able;able;null;6.475141412861727;
word;common;common;null;6.4750754236063;
word;semantic;semantic;null;6.465650819684384;
word;software;software;null;6.464484142804761;
word;failure;failure;null;6.463371643679329;
word;exhibit;exhibit;null;6.461449796048271;
word;report;report;null;6.457414433093627;
word;role;role;null;6.454718628638137;
word;indicators;indicator;null;6.4467933268615365;
word;execution;execution;null;6.446551728197235;
word;precision;precision;null;6.443897531812181;
word;dual;dual;null;6.4413984305328995;
word;large;large;null;6.4377781035675286;
word;content;content;null;6.427547295685199;
word;uncertainty;uncertainty;null;6.4200122449518195;
word;suggests;suggest;null;6.417984490026212;
word;segment;segment;null;6.417285823596719;
word;environments;environment;null;6.411355221719758;
word;text;text;null;6.408636953678811;
word;reference;reference;null;6.4081740511748695;
word;frequently;frequently;null;6.403108215936967;
word;taking;take;null;6.402157914039023;
word;recent;recent;null;6.40177305746551;
word;theory;theory;null;6.401362674790981;
word;reliable;reliable;null;6.396254444501649;
word;format;format;null;6.388832034545901;
word;size;size;null;6.372892055727368;
word;encodes;encode;null;6.371034203507984;
word;extend;extend;null;6.368605280292817;
word;interval;interval;null;6.361796244093588;
word;patterns;pattern;null;6.360724891771814;
word;equally;equally;null;6.354505900950801;
word;protocol;protocol;null;6.35012539562742;
word;accurately;accurately;null;6.346018086050327;
word;test;test;null;6.344739374422213;
word;binary;binary;null;6.339494519144622;
word;source;source;null;6.329208011553654;
word;conditional;conditional;null;6.325785083472153;
word;received;receive;null;6.321129368092996;
word;sharing;share;null;6.319811978399466;
word;sequential;sequential;null;6.317719695101984;
word;intermediate;intermediate;null;6.3175153490155616;
word;organizational;organizational;null;6.315132064966652;
word;deviate;deviate;null;6.307957448774345;
word;aim;aim;null;6.307390012885576;
word;substantial;substantial;null;6.304902347261875;
word;respect;respect;null;6.298077503569131;
word;execute;execute;null;6.295350483732941;
word;replacement;replacement;null;6.294996024248508;
word;average;average;null;6.285159614065151;
word;optimum;optimum;null;6.282974668462765;
word;hierarchy;hierarchy;null;6.269098328742013;
word;accordingly;accordingly;null;6.26672873593704;
word;operates;operate;null;6.264141535676084;
word;transfer;transfer;null;6.262495808350951;
word;numbers;number;null;6.259878872403963;
word;separately;separately;null;6.259251802115243;
word;justifying;justify;null;6.259246353252981;
word;project;project;null;6.244931302420639;
word;abstract;abstract;null;6.242741512046587;
word;incremental;incremental;null;6.238194901063194;
word;predict;predict;null;6.226272626501933;
word;initiated;initiate;null;6.215247900980664;
word;insights;insight;null;6.214707264670085;
word;functional;functional;null;6.212558277575576;
word;calculations;calculation;null;6.19127446213966;
word;analyse;analyse;null;6.1835297488851015;
word;traditional;traditional;null;6.182087472038891;
word;obviously;obviously;null;6.179864398035777;
word;distinct;distinct;null;6.174415985566134;
word;dependent;dependent;null;6.166982330111731;
word;placement;placement;null;6.164227659326355;
word;containing;contain;null;6.160324945961351;
word;measurement;measurement;null;6.159465387423273;
word;success;success;null;6.155760700186241;
word;locally;locally;null;6.1481864975306015;
word;expectation;expectation;null;6.146447582074659;
word;deal;deal;null;6.143251383596343;
word;learned;learn;null;6.123129127387918;
word;intelligence;intelligence;null;6.122237544717797;
word;solely;solely;null;6.117089057421495;
word;fraction;fraction;null;6.113598685920097;
word;comprehensive;comprehensive;null;6.1124177806906435;
word;degree;degree;null;6.105702992521454;
word;autonomous;autonomous;null;6.093802158809554;
word;fails;fail;null;6.089329700927988;
word;consensus;consensus;null;6.084255588700406;
word;recommended;recommend;null;6.079028410293181;
word;meaningful;meaningful;null;6.064297082264291;
word;coefficients;coefficient;null;6.061173891126195;
word;aggregation;aggregation;null;6.060948922536846;
word;proportional;proportional;null;6.058073376099837;
word;coverage;coverage;null;6.0579766558116;
word;question;question;null;6.052398077386448;
word;device;device;null;6.049979932805697;
word;beneficial;beneficial;null;6.045513797792278;
word;clients;client;null;6.042374203579234;
word;stability;stability;null;6.040792126615886;
word;motivation;motivation;null;6.031701712781284;
word;tend;tend;null;6.0297561008718485;
word;presentation;presentation;null;6.029402954692976;
word;yield;yield;null;6.028871073502886;
word;essential;essential;null;6.027894908049954;
word;key;key;null;6.02150827622498;
word;generalization;generalization;null;6.020403440345292;
word;reliability;reliability;null;6.009774904406003;
word;hypothesis;hypothesis;null;6.00330064743848;
word;offers;offer;null;6.002257192225729;
word;scale;scale;null;5.996313597741174;
word;overview;overview;null;5.989013964495277;
word;approximately;approximately;null;5.9843532555255345;
word;prefers;prefer;null;5.98276885069535;
word;contributes;contribute;null;5.980518920953735;
word;practice;practice;null;5.979683946682046;
word;rational;rational;null;5.973137736676893;
word;adjusts;adjust;null;5.971480795134218;
word;completion;completion;null;5.9711246258363095;
word;conforms;conform;null;5.962697343005268;
word;version;version;null;5.961831051246646;
word;numerical;numerical;null;5.958744346695136;
word;strictly;strictly;null;5.953212749906589;
word;widely;widely;null;5.942397188506525;
word;judgment;judgment;null;5.940738919461533;
word;proposals;proposal;null;5.933392782502592;
word;remainder;remainder;null;5.930661686921655;
word;cooperation;cooperation;null;5.912001079624919;
word;durations;duration;null;5.906652785977849;
word;percentage;percentage;null;5.906455348313029;
word;abstraction;abstraction;null;5.9044777765388865;
word;manipulating;manipulate;null;5.903744379206585;
word;easily;easily;null;5.901942458148285;
word;products;product;null;5.897416776345466;
word;nature;nature;null;5.892386650184948;
word;integration;integration;null;5.891841593898751;
word;potentially;potentially;null;5.890281466286547;
word;comparable;comparable;null;5.8863604282420585;
word;links;link;null;5.870728715028843;
word;known;know;null;5.869022194217505;
word;advertising;advertise;null;5.866007451176801;
word;conference;conference;null;5.864622855728917;
word;proportion;proportion;null;5.8506119179985765;
word;unfortunately;unfortunately;null;5.84816963492536;
word;avoiding;avoid;null;5.844688742925625;
word;code;code;null;5.8444217149861935;
word;validation;validation;null;5.83001462888561;
word;findings;finding;null;5.829841159658825;
word;separate;separate;null;5.820317189149838;
word;satisfy;satisfy;null;5.8188913137763425;
word;dependency;dependency;null;5.810769598001443;
word;structural;structural;null;5.80238538763136;
word;nodes;node;null;5.80060927887311;
word;theoretically;theoretically;null;5.796689704594938;
word;omitted;omit;null;5.796563151779702;
word;institution;institution;null;5.788492344177957;
word;markets;market;null;5.78657542381783;
word;commonly;commonly;null;5.776338004185899;
word;collaborative;collaborative;null;5.774393794442625;
word;price;price;null;5.773305694842989;
word;variety;variety;null;5.769561768280264;
word;proxies;proxy;null;5.767588582591884;
word;produces;produce;null;5.76673743498378;
word;inconsistent;inconsistent;null;5.766004654312729;
word;strategic;strategic;null;5.761139858169324;
word;recorded;record;null;5.755894235100257;
word;formally;formally;null;5.75347577339013;
word;introduce;introduce;null;5.7525598570715974;
word;sense;sense;null;5.751970464856388;
word;medium;medium;null;5.7461302289288225;
word;computers;computer;null;5.744098202842057;
word;capable;capable;null;5.74158128492502;
word;normal;normal;null;5.732430904688775;
word;processor;processor;null;5.726754191874404;
word;revenue;revenue;null;5.726093774431739;
word;formal;formal;null;5.72352522314518;
word;spatial;spatial;null;5.721264624863553;
word;understood;understand;null;5.717328557936534;
word;sufficiently;sufficiently;null;5.7085000800340495;
word;hierarchical;hierarchical;null;5.704734684353689;
word;existence;existence;null;5.704262103272518;
word;period;period;null;5.696393743266299;
word;easy;easy;null;5.692189527993021;
word;classical;classical;null;5.692132954794105;
word;significance;significance;null;5.691367180261837;
word;rules;rule;null;5.688956254922619;
word;page;page;null;5.6862067710352004;
word;notion;notion;null;5.683226445842592;
word;experiments;experiment;null;5.681533444830975;
word;arguments;argument;null;5.68078698355224;
word;parallel;parallel;null;5.6751811727230255;
word;adding;add;null;5.665930779540706;
word;mutual;mutual;null;5.661255378768154;
word;displaying;display;null;5.66102728452333;
word;follows;follow;null;5.646867956369606;
word;inconsistencies;inconsistency;null;5.646728442432712;
word;mathematical;mathematical;null;5.6464784321882675;
word;identification;identification;null;5.6463976750737075;
word;integer;integer;null;5.646220591121118;
word;availability;availability;null;5.645727927036189;
word;candidates;candidate;null;5.6393127191458;
word;difficulty;difficulty;null;5.633525915076423;
word;construction;construction;null;5.6315455689291385;
word;conclude;conclude;null;5.623769746868262;
word;express;express;null;5.622659594742313;
