SEP=;
type;keyword;lemma;pos;relevance
word;regardless;regardless;RB;2.774158641215176;
word;unique;unique;JJ;2.773301425322922;
word;competitive;competitive;JJ;2.7723701163222625;
word;completes;complete;VB;2.771704144862662;
word;generalized;generalize;VB;2.7685149132521096;
word;original;original;JJ;2.765729590005347;
word;summary;summary;NN;2.7593730708031647;
word;Statistics;statistic;NN;2.7571656171704833;
word;configurations;configuration;NN;2.7564699469466456;
word;crucial;crucial;JJ;2.7560517216836264;
word;formulation;formulation;NN;2.755024218466502;
word;useful;useful;JJ;2.7538018725106737;
word;encodes;encode;VB;2.7515818533171315;
word;manipulation;manipulation;NN;2.7506299717364127;
word;optimize;optimize;VB;2.7504172551133905;
word;Organization;organization;NN;2.7502560722413074;
word;details;detail;NN;2.750251283619808;
word;methodology;methodology;NN;2.7445543930059797;
word;binary;binary;JJ;2.7444068540089113;
word;assess;assess;VB;2.7438226658466425;
word;improves;improve;VB;2.742791489405698;
word;Operations;operation;NN;2.742787846689944;
word;conditional;conditional;JJ;2.740777781757555;
word;interpreted;interpret;VB;2.7392478619674683;
word;Reduction;reduction;NN;2.737164739468839;
word;principles;principle;NN;2.7341202514230876;
word;derive;derive;VB;2.732489975373341;
word;weights;weight;NN;2.7284622933170386;
word;incremental;incremental;JJ;2.7241939214330855;
word;resource;resource;NN;2.7186546574455157;
word;independently;independently;RB;2.716968448495362;
word;constitute;constitute;VB;2.715766472517551;
word;phases;phase;NN;2.713685057693641;
word;characteristic;characteristic;NN;2.710268504247237;
word;subsequent;subsequent;JJ;2.7072500047750245;
word;fundamental;fundamental;JJ;2.7048635008628734;
word;graph;graph;NN;2.704713562144837;
word;element;element;NN;2.703817741109909;
word;difference;difference;NN;2.7019496589139758;
word;external;external;JJ;2.697600916741108;
word;eliminate;eliminate;VB;2.6972795608099123;
word;aggregation;aggregation;NN;2.694754049053511;
word;enhance;enhance;VB;2.692147859313184;
word;randomly;randomly;RB;2.691167728538671;
word;summarize;summarize;VB;2.689557352877652;
word;Coverage;coverage;NN;2.685990651872644;
word;notation;notation;NN;2.6854358977322077;
word;Observation;observation;NN;2.6843076927376934;
word;indicators;indicator;NN;2.6824053791518585;
word;activity;activity;NN;2.679780347454585;
word;current;current;JJ;2.677095639474777;
word;variation;variation;NN;2.6768468147899194;
word;transformation;transformation;NN;2.6756987167709236;
word;solution;solution;NN;2.671333019028937;
word;motivate;motivate;VB;2.6708436837005416;
word;overlapping;overlap;VB;2.6705801905796958;
word;deviate;deviate;VB;2.667059979235999;
word;example;example;NN;2.6667359698613957;
word;agents;agent;NN;2.6656315572993448;
word;realistic;realistic;JJ;2.6633976853827503;
word;additionally;additionally;RB;2.66307902353957;
word;coefficients;coefficient;NN;2.6610579697513463;
word;identify;identify;VB;2.659188711328442;
word;verify;verify;VB;2.6588383006306224;
word;instance;instance;NN;2.6587628042694256;
word;modified;modify;VB;2.6585541839200517;
word;locations;location;NN;2.656207251617179;
word;independent;independent;JJ;2.6555386205990366;
word;equivalent;equivalent;JJ;2.6520275347413795;
word;certain;certain;JJ;2.6516157898693598;
word;monitor;monitor;NN;2.64711102471813;
word;purpose;purpose;NN;2.643506871172271;
word;includes;include;VB;2.6424307378555842;
word;respectively;respectively;RB;2.639268730237633;
word;interpretation;interpretation;NN;2.6380865844523895;
word;complex;complex;JJ;2.636519631521159;
word;extent;extent;NN;2.6365071836996954;
word;guarantee;guarantee;VB;2.636304995171576;
word;Consistency;consistency;NN;2.633942520707198;
word;restriction;restriction;NN;2.633801379353275;
word;list;list;NN;2.6281363429996247;
word;order;order;NN;2.6275623797444063;
word;event;event;NN;2.627204980207235;
word;estimate;estimate;NN;2.6270840301789344;
word;validation;validation;NN;2.6261386013301835;
word;conditions;condition;NN;2.6205180198484586;
word;similarity;similarity;NN;2.619088292112226;
word;Positions;position;NN;2.617643216785934;
word;allocated;allocate;VB;2.6167427821134632;
word;subjective;subjective;JJ;2.6164903962958874;
word;sequential;sequential;JJ;2.6149010789054956;
word;different;different;JJ;2.6065815734527726;
word;associated;associate;VB;2.6064332885629318;
word;explicitly;explicitly;RB;2.606302914444357;
word;response;response;NN;2.604575342768104;
word;illustrate;illustrate;VB;2.603471712832664;
word;efficiently;efficiently;RB;2.5995542595454397;
word;Individually;individually;RB;2.5995151507813974;
word;extensive;extensive;JJ;2.5993056645402737;
word;primary;primary;JJ;2.597239391059936;
word;situation;situation;NN;2.596506591448881;
word;logical;logical;JJ;2.59640425286447;
word;valuations;valuation;NN;2.5948455768517578;
word;advantage;advantage;NN;2.5874748309684636;
word;effect;effect;NN;2.58746710009583;
word;threshold;threshold;NN;2.5874003599600637;
word;correct;correct;JJ;2.586417232079787;
word;format;format;NN;2.579546732712335;
word;precise;precise;JJ;2.5738030254787754;
word;capacity;capacity;NN;2.5737101920630945;
word;protocol;protocol;NN;2.5721413666915187;
word;general;general;JJ;2.5715164710085734;
word;proxies;proxy;NN;2.570808647093394;
word;organizational;organizational;JJ;2.5686703220078995;
word;dual;dual;JJ;2.568163538640517;
word;scheduling;schedule;NN;2.5678085524866665;
word;important;important;JJ;2.567630192845159;
word;problem;problem;NN;2.5675643865953974;
word;formulating;formulate;VB;2.5667893398083828;
word;vary;vary;VB;2.5660952575366434;
word;negative;negative;JJ;2.5650050501251047;
word;intermediate;intermediate;JJ;2.5589122095881294;
word;occurrence;occurrence;NN;2.551964091399975;
word;labelling;label;VB;2.549711790446826;
word;reliability;reliability;NN;2.5493512808547263;
word;actions;action;NN;2.544415853414267;
word;social;social;JJ;2.544065091826172;
word;approach;approach;NN;2.5433073925677254;
word;placement;placement;NN;2.5431231500349005;
word;segment;segment;NN;2.5390753359872824;
word;presented;present;VB;2.5305272263216394;
word;inherent;inherent;JJ;2.5301863467178185;
word;hierarchy;hierarchy;NN;2.527193681011468;
word;decisions;decision;NN;2.5268825987261843;
word;measurement;measurement;NN;2.5259229495697895;
word;optimum;optimum;NN;2.5253200380613405;
word;interacting;interact;VB;2.525162951309203;
word;exact;exact;JJ;2.524280425301634;
word;text;text;NN;2.521859311192662;
word;sufficient;sufficient;JJ;2.518874606712804;
word;precisely;precisely;RB;2.518872364183272;
word;critical;critical;JJ;2.509178176463694;
word;importance;importance;NN;2.507997158370608;
word;execution;execution;NN;2.50703914158941;
word;Precision;precision;NN;2.5067389665161466;
word;acceptable;acceptable;JJ;2.506344096399363;
word;fact;fact;NN;2.5042861028064896;
word;single;single;JJ;2.5016425446702804;
word;dependency;dependency;NN;2.4986692037670872;
word;discussion;discussion;NN;2.4986262420878633;
word;choice;choice;NN;2.492076242502802;
word;reduced;reduce;VB;2.4908247463479425;
word;trends;trend;NN;2.48695541683648;
word;clients;client;NN;2.4868104841693555;
word;nodes;node;NN;2.4853736820378063;
word;subject;subject;NN;2.4835828411384933;
word;internal;internal;JJ;2.483123854801449;
word;proportional;proportional;JJ;2.4822317437326777;
word;replacement;replacement;NN;2.480418286788482;
word;influence;influence;VB;2.477310741964833;
word;reasonable;reasonable;JJ;2.476816230719518;
word;description;description;NN;2.4756725667579538;
word;Locally;locally;RB;2.4751713381953273;
word;practical;practical;JJ;2.4744655420120703;
word;immediate;immediate;JJ;2.4731179293396703;
word;ability;ability;NN;2.4690970689649534;
word;automatically;automatically;RB;2.467626170196639;
word;properties;property;NN;2.4651431839110214;
word;future;future;JJ;2.4622009679250336;
word;support;support;VB;2.460221465958349;
word;collaborative;collaborative;JJ;2.4596395974767074;
word;identifier;identifier;NN;2.4588301755500224;
word;sample;sample;NN;2.4576113203337724;
word;environments;environment;NN;2.456448485773755;
word;propose;propose;VB;2.4534836963979667;
word;reference;reference;NN;2.45086763020442;
word;contrast;contrast;NN;2.4490962129567726;
word;Autonomous;autonomous;NN;2.448629857354501;
word;numerical;numerical;JJ;2.4485855164739325;
word;participate;participate;VB;2.4475555866693757;
word;sum;sum;NN;2.445829281987708;
word;successfully;successfully;RB;2.4454961881263397;
word;revenue;revenue;NN;2.444830515893008;
word;presentation;presentation;NN;2.4421094260740563;
word;local;local;JJ;2.441713019627732;
word;separately;separately;RB;2.4400933067120962;
word;comprehensive;comprehensive;JJ;2.4383459649576404;
word;functional;functional;JJ;2.4369770456598934;
word;consensus;consensus;NN;2.432781493509993;
word;exceeds;exceed;VB;2.4305633490856797;
word;referred;refer;VB;2.426349572985696;
word;Assignment;assignment;NN;2.4241448648332895;
word;integer;integer;NN;2.4184644094185455;
word;hypothesis;hypothesis;NN;2.417404191921107;
word;interesting;interest;JJ;2.4149543415494903;
word;incentive;incentive;NN;2.4142605885330353;
word;rating;rate;NN;2.413626230289149;
word;personal;personal;JJ;2.411403528636128;
word;compared;compare;VB;2.4093926332742575;
word;generalization;generalization;NN;2.4083875457908426;
word;calculations;calculation;NN;2.4082812056951863;
word;default;default;NN;2.4075506120929053;
word;integration;integration;NN;2.405901310550164;
word;submitted;submit;VB;2.405224366805656;
word;characterizes;characterize;VB;2.400432624906873;
word;motivation;motivation;NN;2.3954070260917897;
word;implications;implication;NN;2.3949019391969912;
word;form;form;NN;2.392448058775042;
word;desired;desire;VB;2.3890586068815827;
word;according;accord;VB;2.385912695237626;
word;overview;overview;NN;2.3851151471367453;
word;emphasize;emphasize;VB;2.3845248682459537;
word;constant;constant;JJ;2.3823095988043628;
word;quantify;quantify;VB;2.3812763654231115;
word;hierarchical;hierarchical;JJ;2.3785697296382757;
word;exhibit;exhibit;VB;2.3750046442376638;
word;analytical;analytic;JJ;2.374875161119217;
word;processor;processor;NN;2.3735164745653226;
word;abstraction;abstraction;NN;2.373485281689287;
word;advertising;advertise;NN;2.372031389077492;
word;directly;directly;RB;2.367441264478533;
word;Symposium;symposium;NN;2.366350888316648;
word;solely;solely;RB;2.3636417880011633;
word;allow;allow;VB;2.362235120255577;
word;constructed;construct;VB;2.356925592787204;
word;simple;simple;JJ;2.356844965161619;
word;Theory;theory;NN;2.3559714140629833;
word;Intelligence;intelligence;NN;2.354826641688034;
word;chosen;choose;VB;2.354814884429569;
word;tests;test;NN;2.353121599352861;
word;taxonomy;taxonomy;NN;2.3513140071837424;
word;augmenting;augment;VB;2.350765436135295;
word;stability;stability;NN;2.3472582396015937;
word;needed;need;VB;2.3464686526446785;
word;reliable;reliable;JJ;2.3447660788393643;
word;state;state;NN;2.3437374412514376;
word;entries;entry;NN;2.3418870601879704;
word;viewed;view;VB;2.3395722727429082;
word;normalized;normalise;VB;2.3389823333293345;
word;substantial;substantial;JJ;2.33829740968206;
word;request;request;NN;2.3374741845426446;
word;suitable;suitable;JJ;2.3351707931429955;
word;rational;rational;JJ;2.3348463378611313;
word;primarily;primarily;RB;2.3336131800186837;
word;trajectories;trajectory;NN;2.3328566317755017;
word;ratings;rating;NN;2.3324406924299455;
word;automated;automate;JJ;2.330027966355853;
word;candidates;candidate;NN;2.3295436545963706;
word;Highly;highly;RB;2.328348953920681;
word;conforms;conform;VB;2.3281472131264795;
word;structural;structural;JJ;2.327559387880707;
word;reviews;review;NN;2.325529013639104;
word;transfer;transfer;NN;2.3218232558182046;
word;Proceeding;proceed;VB;2.3217856183742094;
word;Note;note;VB;2.3209080911914013;
word;completion;completion;NN;2.3207467854780655;
word;inequality;inequality;NN;2.3183481018194065;
word;execute;execute;VB;2.3180652755003646;
word;accordingly;accordingly;RB;2.31724666495495;
word;durations;duration;NN;2.3158153313295773;
word;PROPOSITION;proposition;NN;2.3139080455875307;
word;uncertainty;uncertainty;NN;2.3130678176289505;
word;accurately;accurately;RB;2.3123168427210516;
word;beneficial;beneficial;JJ;2.3094022859698873;
word;arbitrarily;arbitrarily;RB;2.305914935994011;
word;services;service;NN;2.3054450696789535;
word;usually;usually;RB;2.3033620701549453;
word;logic;logic;NN;2.303057529983299;
word;strategic;strategic;JJ;2.302062784879406;
word;computers;computer;NN;2.301644034996627;
word;development;development;NN;2.3014519213442792;
word;cooperation;cooperation;NN;2.30054828815701;
word;developed;develop;VB;2.3005349031857696;
word;proposals;proposal;NN;2.2989463996493065;
word;meaningful;meaningful;JJ;2.2984136196834766;
word;scale;scale;NN;2.2962588963411097;
word;discussed;discuss;VB;2.2962338415739354;
word;reason;reason;NN;2.2932009687051527;
word;operational;operational;JJ;2.289096769406805;
word;simply;simply;RB;2.286112228255896;
word;abstract;abstract;JJ;2.2856346518074195;
word;behaviour;behaviour;NN;2.2827882761976763;
word;code;code;NN;2.2797440680668064;
word;attempts;attempt;VB;2.2747962936043615;
word;induction;induction;NN;2.2747488768702797;
word;complement;complement;NN;2.2738688635037643;
word;adjusts;adjust;VB;2.272226239758252;
word;consequences;consequence;NN;2.2708048767696534;
word;inconsistencies;inconsistency;NN;2.26899699988536;
word;heuristic;heuristic;NN;2.2669674279842216;
word;difficult;difficult;JJ;2.2654884127015014;
word;validity;validity;NN;2.2633427610707977;
word;percentage;percentage;NN;2.2553012937152452;
word;cumulative;cumulative;JJ;2.2541729713787966;
word;project;project;NN;2.2529078690441104;
word;omitted;omit;VB;2.250623227544953;
word;interactive;interactive;JJ;2.250367922447071;
word;group;group;NN;2.24908322813179;
word;converge;converge;VB;2.2473392338098295;
word;relatively;relatively;RB;2.2463742238850917;
word;control;control;NN;2.2456677249421397;
word;increment;increment;NN;2.2406825287387173;
word;magnitude;magnitude;NN;2.239888681245036;
word;organized;organize;VB;2.2376002664493306;
word;perform;perform;VB;2.2372814413257;
word;establish;establish;VB;2.2366512184581433;
word;justifying;justify;VB;2.235703092627287;
word;relies;rely;VB;2.232689685867632;
word;file;file;NN;2.2300051912410175;
word;products;product;NN;2.224542437455206;
word;utilization;utilization;NN;2.223284252874164;
word;dependent;dependent;JJ;2.222052777761774;
word;comparable;comparable;JJ;2.2196912900698758;
word;affects;affect;VB;2.218923581345659;
word;mutual;mutual;JJ;2.2179597374638216;
word;differ;differ;VB;2.216228400648443;
word;sophisticated;sophisticate;JJ;2.2159821871796606;
word;providers;provider;NN;2.215933267563549;
word;insights;insight;NN;2.2159041115731464;
word;CPU;cpu;NN;2.215876123990477;
word;distinct;distinct;JJ;2.2158619988171475;
word;equal;equal;JJ;2.2157549773509553;
word;spatial;spatial;JJ;2.2149279289999413;
word;retrieval;retrieval;NN;2.2147543916371477;
word;usage;usage;NN;2.2126374218316727;
word;device;device;NN;2.2124837321486006;
word;formal;formal;JJ;2.209358498090988;
word;predict;predict;VB;2.2091628936122127;
word;possibility;possibility;NN;2.20882310145326;
word;initiated;initiate;VB;2.2073812480311887;
word;cognitive;cognitive;JJ;2.2071376892518098;
word;topic;topic;NN;2.20377345087704;
word;quantitative;quantitative;JJ;2.203422219164045;
word;medium;medium;NN;2.2030102054714815;
word;uniformly;uniformly;RB;2.201845401895089;
word;incomplete;incomplete;JJ;2.2008679907019655;
word;adjustment;adjustment;NN;2.1995209748478297;
word;patterns;pattern;NN;2.195982396183251;
word;strictly;strictly;RB;2.194929021019476;
word;Theoretically;theoretically;RB;2.1928378306242013;
word;symmetric;symmetric;JJ;2.1927850275317495;
word;classical;classical;JJ;2.192604422901086;
word;range;range;NN;2.190230254918923;
word;failure;failure;NN;2.1887748299767464;
word;identification;identification;NN;2.1887073500183707;
word;gain;gain;NN;2.185963740894236;
word;homogeneous;homogeneous;JJ;2.18530671439177;
word;fraction;fraction;NN;2.1841977740573126;
word;mutually;mutually;RB;2.1837558001546395;
word;frequency;frequency;NN;2.182780816687506;
word;keywords;keyword;NN;2.180236483805071;
word;leverage;leverage;NN;2.178795115073769;
word;potentially;potentially;RB;2.177427456431723;
word;payoff;payoff;NN;2.1769789196874214;
word;literature;literature;NN;2.1739112461069916;
word;contract;contract;NN;2.170322659888094;
word;described;describe;VB;2.1695764012951098;
word;major;major;JJ;2.1694318875363456;
word;key;key;JJ;2.1692766728134725;
word;recommended;recommend;VB;2.168256347278592;
word;Volume;volume;NN;2.1672584560723496;
word;median;median;JJ;2.1668452362586788;
word;final;final;JJ;2.165350238918037;
word;institution;institution;NN;2.1648897210278384;
word;vertex;vertex;NN;2.1640183938654785;
word;indirect;indirect;JJ;2.162436416293089;
word;conventional;conventional;JJ;2.1598914300662866;
word;degree;degree;NN;2.1592323542638887;
